,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
18232,C537807,84949,SILVER HANGING T-LIGHT HOLDER,-5,12/8/2010 13:23,1.65,13495.0,United Kingdom
18233,C537807,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-3,12/8/2010 13:23,4.95,13495.0,United Kingdom
18234,C537807,21143,ANTIQUE GLASS HEART DECORATION ,-1,12/8/2010 13:23,1.95,13495.0,United Kingdom
18235,C537807,21812,GARLAND WITH HEARTS AND BELLS,-6,12/8/2010 13:23,4.95,13495.0,United Kingdom
18246,C537812,21843,RED RETROSPOT CAKE STAND,-10,12/8/2010 13:33,9.95,14299.0,United Kingdom
18247,C537812,22423,REGENCY CAKESTAND 3 TIER,-10,12/8/2010 13:33,10.95,14299.0,United Kingdom
18255,C537814,20703,BLUE PADDED SOFT MOBILE,-3,12/8/2010 13:43,4.25,12712.0,Germany
18351,C537820,22627,MINT KITCHEN SCALES,-1,12/8/2010 14:10,8.5,16016.0,United Kingdom
18352,C537821,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-3,12/8/2010 14:20,6.95,18193.0,United Kingdom
18974,C537824,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,-1,12/8/2010 14:27,9.95,12870.0,United Kingdom
18975,C537824,22784,LANTERN CREAM GAZEBO ,-1,12/8/2010 14:27,4.95,12870.0,United Kingdom
19101,C537832,22073,RED RETROSPOT STORAGE JAR,-2,12/8/2010 14:52,3.75,16858.0,United Kingdom
19102,C537832,21531,RED RETROSPOT SUGAR JAM BOWL,-4,12/8/2010 14:52,2.1,16858.0,United Kingdom
19103,C537832,21527,RED RETROSPOT TRADITIONAL TEAPOT ,-2,12/8/2010 14:52,6.95,16858.0,United Kingdom
19105,C537834,22697,GREEN REGENCY TEACUP AND SAUCER,-1,12/8/2010 14:54,2.95,13267.0,United Kingdom
19106,C537834,21314,SMALL GLASS HEART TRINKET POT,-1,12/8/2010 14:54,2.1,13267.0,United Kingdom
19107,C537834,22798,ANTIQUE GLASS DRESSING TABLE POT,-3,12/8/2010 14:54,2.95,13267.0,United Kingdom
19108,C537835,22138,BAKING SET 9 PIECE RETROSPOT ,-3,12/8/2010 14:57,4.95,14618.0,United Kingdom
19124,C537838,22299,PIG KEYRING WITH LIGHT & SOUND ,-4,12/8/2010 15:01,1.25,13115.0,United Kingdom
19348,C537853,79000,MOROCCAN TEA GLASS,-1,12/8/2010 15:57,0.85,13370.0,United Kingdom
19349,C537853,22940,FELTCRAFT CHRISTMAS FAIRY,-1,12/8/2010 15:57,4.25,13370.0,United Kingdom
19350,C537853,22169,FAMILY ALBUM WHITE PICTURE FRAME,-2,12/8/2010 15:57,8.5,13370.0,United Kingdom
19351,C537853,22697,GREEN REGENCY TEACUP AND SAUCER,-1,12/8/2010 15:57,2.95,13370.0,United Kingdom
19352,C537853,22960,JAM MAKING SET WITH JARS,-2,12/8/2010 15:57,4.25,13370.0,United Kingdom
19390,C537856,37370,RETRO COFFEE MUGS ASSORTED,-2,12/8/2010 15:59,1.25,14388.0,United Kingdom
19391,C537856,21843,RED RETROSPOT CAKE STAND,-1,12/8/2010 15:59,10.95,14388.0,United Kingdom
19392,C537857,D,Discount,-1,12/8/2010 16:00,267.12,17340.0,United Kingdom
19430,C537860,84406B,CREAM CUPID HEARTS COAT HANGER,-8,12/8/2010 16:15,3.25,16252.0,United Kingdom
19431,C537860,22295,HEART FILIGREE DOVE LARGE,-12,12/8/2010 16:15,1.65,16252.0,United Kingdom
19432,C537860,22193,RED DINER WALL CLOCK,-2,12/8/2010 16:15,8.5,16252.0,United Kingdom
19433,C537860,22180,RETROSPOT LAMP,-1,12/8/2010 16:15,9.95,16252.0,United Kingdom
19434,C537860,21624,VINTAGE UNION JACK DOORSTOP,-3,12/8/2010 16:15,5.95,16252.0,United Kingdom
19435,C537860,21485,RETROSPOT HEART HOT WATER BOTTLE,-3,12/8/2010 16:15,4.95,16252.0,United Kingdom
19436,C537860,20897,VINTAGE NOTEBOOK PARIS DAYS,-6,12/8/2010 16:15,2.95,16252.0,United Kingdom
19437,C537860,37370,RETRO COFFEE MUGS ASSORTED,-12,12/8/2010 16:15,1.25,16252.0,United Kingdom
19438,C537860,22049,WRAP CHRISTMAS SCREEN PRINT,-25,12/8/2010 16:15,0.42,16252.0,United Kingdom
19439,C537860,21888,BINGO SET,-4,12/8/2010 16:15,3.75,16252.0,United Kingdom
19440,C537860,21240,BLUE POLKADOT CUP,-8,12/8/2010 16:15,0.85,16252.0,United Kingdom
19441,C537860,21066,VINTAGE RED MUG,-12,12/8/2010 16:15,1.25,16252.0,United Kingdom
19442,C537860,20675,BLUE POLKADOT BOWL,-8,12/8/2010 16:15,1.25,16252.0,United Kingdom
19443,C537860,22192,BLUE DINER WALL CLOCK,-2,12/8/2010 16:15,8.5,16252.0,United Kingdom
19444,C537860,21244,BLUE POLKADOT PLATE ,-8,12/8/2010 16:15,1.69,16252.0,United Kingdom
19445,C537860,21242,RED RETROSPOT PLATE ,-8,12/8/2010 16:15,1.69,16252.0,United Kingdom
19446,C537860,20676,RED RETROSPOT BOWL,-8,12/8/2010 16:15,1.25,16252.0,United Kingdom
19447,C537860,79066K,RETRO MOD TRAY,-10,12/8/2010 16:15,0.85,16252.0,United Kingdom
19448,C537860,22637,PIGGY BANK RETROSPOT ,-6,12/8/2010 16:15,2.55,16252.0,United Kingdom
19449,C537860,22508,DOORSTOP RETROSPOT HEART,-4,12/8/2010 16:15,3.75,16252.0,United Kingdom
19450,C537860,21238,RED RETROSPOT CUP,-8,12/8/2010 16:15,0.85,16252.0,United Kingdom
19599,537870,21486,,-77,12/8/2010 17:08,0.0,,United Kingdom
19802,C537893,22450,SILK PURSE BABUSHKA BLUE,-1,12/9/2010 10:14,3.35,12721.0,France
19803,C537893,22634,CHILDS BREAKFAST SET SPACEBOY ,-2,12/9/2010 10:14,9.95,12721.0,France
19804,C537893,22630,DOLLY GIRL LUNCH BOX,-2,12/9/2010 10:14,1.95,12721.0,France
19994,C537998,22727,ALARM CLOCK BAKELIKE RED ,-4,12/9/2010 11:42,3.75,17411.0,United Kingdom
19995,C537998,22725,ALARM CLOCK BAKELIKE CHOCOLATE,-4,12/9/2010 11:42,3.75,17411.0,United Kingdom
19996,537999,22034,,-223,12/9/2010 11:44,0.0,,United Kingdom
20393,538042,21763,,-4,12/9/2010 13:10,0.0,,United Kingdom
20394,538043,22833,,-1,12/9/2010 13:10,0.0,,United Kingdom
20399,538046,85008,,-15,12/9/2010 13:12,0.0,,United Kingdom
20400,538047,21429,,-70,12/9/2010 13:13,0.0,,United Kingdom
20438,C538052,22138,BAKING SET 9 PIECE RETROSPOT ,-1,12/9/2010 13:28,4.95,15181.0,United Kingdom
20469,538054,85167B,,-24,12/9/2010 13:34,0.0,,United Kingdom
20470,538055,22454,,-20,12/9/2010 13:34,0.0,,United Kingdom
20506,538058,20966,,-150,12/9/2010 13:38,0.0,,United Kingdom
20507,C538059,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,-12,12/9/2010 13:38,1.25,14205.0,United Kingdom
20508,C538059,21535,RED RETROSPOT SMALL MILK JUG,-6,12/9/2010 13:38,2.55,14205.0,United Kingdom
20509,C538059,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-6,12/9/2010 13:38,2.95,14205.0,United Kingdom
20510,C538059,84378,SET OF 3 HEART COOKIE CUTTERS,-12,12/9/2010 13:38,1.25,14205.0,United Kingdom
20511,C538059,48188,DOORMAT WELCOME PUPPIES,-2,12/9/2010 13:38,7.95,14205.0,United Kingdom
20512,C538059,22697,GREEN REGENCY TEACUP AND SAUCER,-6,12/9/2010 13:38,2.95,14205.0,United Kingdom
20513,C538059,48187,DOORMAT NEW ENGLAND,-2,12/9/2010 13:38,7.95,14205.0,United Kingdom
20514,C538059,22727,ALARM CLOCK BAKELIKE RED ,-4,12/9/2010 13:38,3.75,14205.0,United Kingdom
20515,C538059,22699,ROSES REGENCY TEACUP AND SAUCER ,-6,12/9/2010 13:38,2.95,14205.0,United Kingdom
20516,C538059,22698,PINK REGENCY TEACUP AND SAUCER,-6,12/9/2010 13:38,2.95,14205.0,United Kingdom
20517,C538059,21975,PACK OF 60 DINOSAUR CAKE CASES,-24,12/9/2010 13:38,0.55,14205.0,United Kingdom
20518,C538059,21533,RETROSPOT LARGE MILK JUG,-3,12/9/2010 13:38,4.95,14205.0,United Kingdom
20519,C538059,21217,RED RETROSPOT ROUND CAKE TINS,-3,12/9/2010 13:38,9.95,14205.0,United Kingdom
20520,C538059,21210,SET OF 72 RETROSPOT PAPER  DOILIES,-12,12/9/2010 13:38,1.45,14205.0,United Kingdom
20522,538061,21801,,-38,12/9/2010 13:39,0.0,,United Kingdom
20523,C538062,22139,RETROSPOT TEA SET CERAMIC 11 PC ,-14,12/9/2010 13:40,4.25,17702.0,United Kingdom
20524,C538062,22329,ROUND CONTAINER SET OF 5 RETROSPOT,-4,12/9/2010 13:40,1.65,17702.0,United Kingdom
20525,C538062,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,-1,12/9/2010 13:40,3.75,17702.0,United Kingdom
20526,C538062,22168,ORGANISER WOOD ANTIQUE WHITE ,-2,12/9/2010 13:40,8.5,17702.0,United Kingdom
20527,C538062,20973,12 PENCIL SMALL TUBE WOODLAND,-2,12/9/2010 13:40,0.65,17702.0,United Kingdom
20576,C538066,22083,PAPER CHAIN KIT RETROSPOT,-1,12/9/2010 13:58,2.95,15738.0,United Kingdom
21338,538072,22423,faulty,-13,12/9/2010 14:10,0.0,,United Kingdom
21349,538074,21743,,-80,12/9/2010 14:11,0.0,,United Kingdom
21350,C538075,21284,RETROSPOT CANDLE  SMALL,-12,12/9/2010 14:12,1.69,13021.0,United Kingdom
21465,C538081,22630,DOLLY GIRL LUNCH BOX,-33,12/9/2010 14:29,1.95,16898.0,United Kingdom
21466,C538082,21864,UNION JACK FLAG PASSPORT COVER ,-20,12/9/2010 14:30,2.1,13777.0,United Kingdom
21467,C538083,85099B,JUMBO BAG RED RETROSPOT,-3,12/9/2010 14:40,1.95,15750.0,United Kingdom
21468,C538083,22633,HAND WARMER UNION JACK,-4,12/9/2010 14:40,2.1,15750.0,United Kingdom
21469,C538084,22860,EASTER TIN CHICKS PINK DAISY,-6,12/9/2010 14:42,1.65,12649.0,Germany
21470,C538084,22859,EASTER TIN BUNNY BOUQUET,-6,12/9/2010 14:42,1.65,12649.0,Germany
21471,C538085,82486,WOOD S/3 CABINET ANT WHITE FINISH,-1,12/9/2010 14:43,7.95,16350.0,United Kingdom
21472,C538085,21314,SMALL GLASS HEART TRINKET POT,-1,12/9/2010 14:43,2.1,16350.0,United Kingdom
21473,C538085,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,12/9/2010 14:43,5.95,16350.0,United Kingdom
21516,C538088,84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,-24,12/9/2010 14:45,0.85,14766.0,United Kingdom
21517,C538089,21906,PHARMACIE FIRST AID TIN,-1,12/9/2010 14:47,6.75,18230.0,United Kingdom
21518,538090,20956,?,-723,12/9/2010 14:48,0.0,,United Kingdom
21519,C538091,35400,WOODEN BOX ADVENT CALENDAR ,-2,12/9/2010 14:48,8.95,16499.0,United Kingdom
21520,538092,37467,,-177,12/9/2010 14:49,0.0,,United Kingdom
21623,C538098,22168,ORGANISER WOOD ANTIQUE WHITE ,-1,12/9/2010 14:57,8.5,14441.0,United Kingdom
21624,C538099,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,-1,12/9/2010 14:58,4.25,15279.0,United Kingdom
21625,C538099,22457,NATURAL SLATE HEART CHALKBOARD ,-3,12/9/2010 14:58,2.95,15279.0,United Kingdom
21626,C538100,84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,-12,12/9/2010 15:00,2.55,16579.0,United Kingdom
21628,C538102,84792,ENCHANTED BIRD COATHANGER 5 HOOK,-2,12/9/2010 15:01,4.65,14047.0,United Kingdom
21629,C538103,22941,CHRISTMAS LIGHTS 10 REINDEER,-2,12/9/2010 15:13,8.5,17442.0,United Kingdom
21656,C538105,79163,BLACK CHAMPAGNE GLASS,-1,12/9/2010 15:18,1.65,16781.0,United Kingdom
21657,C538105,21781,MA CAMPAGNE CUTLERY BOX,-1,12/9/2010 15:18,14.95,16781.0,United Kingdom
21697,C538109,22780,LIGHT GARLAND BUTTERFILES PINK,-4,12/9/2010 15:23,4.25,16042.0,United Kingdom
21698,C538109,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-1,12/9/2010 15:23,7.95,16042.0,United Kingdom
21699,C538110,21232,STRAWBERRY CERAMIC TRINKET BOX,-144,12/9/2010 15:24,1.06,17307.0,United Kingdom
21700,C538111,21830,ASSORTED CREEPY CRAWLIES,-24,12/9/2010 15:24,0.42,17950.0,United Kingdom
21701,C538112,22072,RED RETROSPOT TEA CUP AND SAUCER ,-1,12/9/2010 15:28,3.75,14898.0,United Kingdom
21702,C538112,21777,RECIPE BOX WITH METAL HEART,-3,12/9/2010 15:28,7.95,14898.0,United Kingdom
21719,C538114,21275,ZINC TOP  2 DOOR WOODEN SHELF ,-1,12/9/2010 15:29,16.95,14217.0,United Kingdom
21720,C538115,22178,VICTORIAN GLASS HANGING T-LIGHT,-1,12/9/2010 15:30,1.25,16817.0,United Kingdom
21721,C538115,22251,BIRDHOUSE DECORATION MAGIC GARDEN,-9,12/9/2010 15:30,1.25,16817.0,United Kingdom
21722,C538115,22233,JIGSAW RABBIT AND BIRDHOUSE,-12,12/9/2010 15:30,1.65,16817.0,United Kingdom
21723,C538115,22230,JIGSAW TREE WITH WATERING CAN,-12,12/9/2010 15:30,0.85,16817.0,United Kingdom
21745,C538118,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,-1,12/9/2010 15:33,2.95,17700.0,United Kingdom
21746,C538118,22784,LANTERN CREAM GAZEBO ,-1,12/9/2010 15:33,4.95,17700.0,United Kingdom
21747,C538118,47594A,CAROUSEL DESIGN WASHBAG,-1,12/9/2010 15:33,1.95,17700.0,United Kingdom
21748,C538119,22633,HAND WARMER UNION JACK,-1,12/9/2010 15:34,2.1,13136.0,United Kingdom
21749,C538119,22865,HAND WARMER OWL DESIGN,-1,12/9/2010 15:34,2.1,13136.0,United Kingdom
21750,C538119,21777,RECIPE BOX WITH METAL HEART,-2,12/9/2010 15:34,7.95,13136.0,United Kingdom
21753,C538121,22461,SAVOY ART DECO CLOCK,-1,12/9/2010 15:36,12.75,15535.0,United Kingdom
21754,C538122,22444,GROW YOUR OWN PLANT IN A CAN ,-1,12/9/2010 15:38,1.25,14696.0,United Kingdom
21755,C538123,22331,WOODLAND PARTY BAG + STICKER SET,-1,12/9/2010 15:41,1.65,12605.0,Germany
21756,C538123,22333,RETROSPOT PARTY BAG + STICKER SET,-1,12/9/2010 15:41,1.65,12605.0,Germany
21757,C538123,22956,36 FOIL HEART CAKE CASES,-2,12/9/2010 15:41,2.1,12605.0,Germany
21758,C538124,M,Manual,-4,12/9/2010 15:43,0.5,15329.0,United Kingdom
21759,C538124,22699,ROSES REGENCY TEACUP AND SAUCER ,-1,12/9/2010 15:43,2.95,15329.0,United Kingdom
21760,C538124,22423,REGENCY CAKESTAND 3 TIER,-1,12/9/2010 15:43,12.75,15329.0,United Kingdom
22293,538158,20892,,-32,12/9/2010 17:17,0.0,,United Kingdom
22294,538159,21324,,-18,12/9/2010 17:17,0.0,,United Kingdom
22296,538161,46000S,Dotcom sales,-100,12/9/2010 17:25,0.0,,United Kingdom
22297,538162,46000M,Dotcom sales,-100,12/9/2010 17:25,0.0,,United Kingdom
22344,C538164,35004B,SET OF 3 BLACK FLYING DUCKS,-1,12/9/2010 17:32,1.95,14031.0,United Kingdom
22534,538173,22353,,-28,12/10/2010 9:35,0.0,,United Kingdom
23241,C538189,M,Manual,-1,12/10/2010 10:35,133.08,,United Kingdom
23764,538241,21431,,-21,12/10/2010 12:00,0.0,,United Kingdom
23765,538247,79067,,-145,12/10/2010 12:09,0.0,,United Kingdom
24135,C538314,22586,FELTCRAFT HAIRBAND PINK AND BLUE,-47,12/10/2010 13:52,0.85,15514.0,United Kingdom
24158,C538341,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,-1,12/10/2010 14:03,1.25,15514.0,United Kingdom
24159,C538341,22988,SOLDIERS EGG CUP ,-36,12/10/2010 14:03,1.25,15514.0,United Kingdom
24160,C538341,22988,SOLDIERS EGG CUP ,-12,12/10/2010 14:03,1.25,15514.0,United Kingdom
24161,C538341,22976,CIRCUS PARADE CHILDRENS EGG CUP ,-12,12/10/2010 14:03,1.25,15514.0,United Kingdom
24164,C538341,22973,CHILDREN'S CIRCUS PARADE MUG,-18,12/10/2010 14:03,1.65,15514.0,United Kingdom
24165,C538341,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,-6,12/10/2010 14:03,4.95,15514.0,United Kingdom
24166,C538341,22752,SET 7 BABUSHKA NESTING BOXES,-96,12/10/2010 14:03,7.65,15514.0,United Kingdom
24167,C538341,22730,ALARM CLOCK BAKELIKE IVORY,-1,12/10/2010 14:03,3.75,15514.0,United Kingdom
24170,C538341,22729,ALARM CLOCK BAKELIKE ORANGE,-4,12/10/2010 14:03,3.75,15514.0,United Kingdom
24171,C538341,22729,ALARM CLOCK BAKELIKE ORANGE,-1,12/10/2010 14:03,3.75,15514.0,United Kingdom
24172,C538341,22728,ALARM CLOCK BAKELIKE PINK,-1,12/10/2010 14:03,3.75,15514.0,United Kingdom
24173,C538341,22728,ALARM CLOCK BAKELIKE PINK,-3,12/10/2010 14:03,3.75,15514.0,United Kingdom
24174,C538341,22727,ALARM CLOCK BAKELIKE RED ,-1,12/10/2010 14:03,3.75,15514.0,United Kingdom
24175,C538341,22727,ALARM CLOCK BAKELIKE RED ,-2,12/10/2010 14:03,3.75,15514.0,United Kingdom
24178,C538341,22726,ALARM CLOCK BAKELIKE GREEN,-1,12/10/2010 14:03,3.75,15514.0,United Kingdom
24179,C538341,22726,ALARM CLOCK BAKELIKE GREEN,-2,12/10/2010 14:03,3.75,15514.0,United Kingdom
24180,C538341,22726,ALARM CLOCK BAKELIKE GREEN,-3,12/10/2010 14:03,3.75,15514.0,United Kingdom
24182,C538341,22725,ALARM CLOCK BAKELIKE CHOCOLATE,-1,12/10/2010 14:03,3.75,15514.0,United Kingdom
24184,C538341,22725,ALARM CLOCK BAKELIKE CHOCOLATE,-3,12/10/2010 14:03,3.75,15514.0,United Kingdom
24186,C538341,22621,TRADITIONAL KNITTING NANCY,-48,12/10/2010 14:03,1.25,15514.0,United Kingdom
24187,C538341,22586,FELTCRAFT HAIRBAND PINK AND BLUE,-1,12/10/2010 14:03,0.85,15514.0,United Kingdom
24188,C538341,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,-6,12/10/2010 14:03,1.65,15514.0,United Kingdom
24189,C538341,22131,FOOD CONTAINER SET 3 LOVE HEART ,-1,12/10/2010 14:03,1.95,15514.0,United Kingdom
24190,C538341,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,-1,12/10/2010 14:03,2.95,15514.0,United Kingdom
24191,C538341,21889,WOODEN BOX OF DOMINOES,-24,12/10/2010 14:03,1.25,15514.0,United Kingdom
24192,C538341,21731,RED TOADSTOOL LED NIGHT LIGHT,-1,12/10/2010 14:03,1.65,15514.0,United Kingdom
24193,C538341,21647,ASSORTED TUTTI FRUTTI LARGE PURSE,-1,12/10/2010 14:03,2.1,15514.0,United Kingdom
24194,C538341,21644,ASSORTED TUTTI FRUTTI HEART BOX,-1,12/10/2010 14:03,1.25,15514.0,United Kingdom
24195,C538341,21056,DOCTOR'S BAG SOFT TOY,-1,12/10/2010 14:03,8.95,15514.0,United Kingdom
24196,C538341,16258A,SWIRLY CIRCULAR RUBBERS IN BAG,-1,12/10/2010 14:03,0.42,15514.0,United Kingdom
24214,C538344,22867,HAND WARMER BIRD DESIGN,-12,12/10/2010 14:32,2.1,13448.0,United Kingdom
24911,C538350,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,12/10/2010 15:01,2.55,13798.0,United Kingdom
24912,C538350,21231,SWEETHEART CERAMIC TRINKET BOX,-11,12/10/2010 15:01,1.06,13798.0,United Kingdom
24913,C538350,21936,RED RETROSPOT PICNIC BAG,-3,12/10/2010 15:01,2.55,13798.0,United Kingdom
24914,C538350,20711,JUMBO BAG TOYS ,-2,12/10/2010 15:01,1.65,13798.0,United Kingdom
24915,C538350,85099F,JUMBO BAG STRAWBERRY,-2,12/10/2010 15:01,1.65,13798.0,United Kingdom
24916,C538350,85099C,JUMBO  BAG BAROQUE BLACK WHITE,-1,12/10/2010 15:01,1.65,13798.0,United Kingdom
24917,C538350,20718,RED RETROSPOT SHOPPER BAG,-3,12/10/2010 15:01,1.06,13798.0,United Kingdom
24918,C538350,85099B,JUMBO BAG RED RETROSPOT,-12,12/10/2010 15:01,1.65,13798.0,United Kingdom
24919,C538350,37450,CERAMIC CAKE BOWL + HANGING CAKES,-20,12/10/2010 15:01,2.55,13798.0,United Kingdom
24920,C538350,20725,LUNCH BAG RED RETROSPOT,-3,12/10/2010 15:01,1.45,13798.0,United Kingdom
24921,C538350,20727,LUNCH BAG  BLACK SKULL.,-3,12/10/2010 15:01,1.45,13798.0,United Kingdom
24922,C538350,21928,JUMBO BAG SCANDINAVIAN PAISLEY,-2,12/10/2010 15:01,1.65,13798.0,United Kingdom
24923,C538350,21181,PLEASE ONE PERSON METAL SIGN,-2,12/10/2010 15:01,1.85,13798.0,United Kingdom
24924,C538350,85150,LADIES & GENTLEMEN METAL SIGN,-1,12/10/2010 15:01,2.1,13798.0,United Kingdom
24925,C538350,82583,HOT BATHS METAL SIGN,-3,12/10/2010 15:01,1.69,13798.0,United Kingdom
24926,C538350,21166,COOK WITH WINE METAL SIGN ,-2,12/10/2010 15:01,1.69,13798.0,United Kingdom
24927,C538350,21175,GIN + TONIC DIET METAL SIGN,-1,12/10/2010 15:01,1.85,13798.0,United Kingdom
24928,C538350,21169,YOU'RE CONFUSING ME METAL SIGN ,-2,12/10/2010 15:01,1.45,13798.0,United Kingdom
24929,C538350,82581,TOILET METAL SIGN,-1,12/10/2010 15:01,0.42,13798.0,United Kingdom
24930,C538350,22067,CHOC TRUFFLE GOLD TRINKET POT ,-1,12/10/2010 15:01,1.45,13798.0,United Kingdom
24931,C538350,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,-4,12/10/2010 15:01,1.25,13798.0,United Kingdom
24932,C538350,82551,LAUNDRY 15C METAL SIGN,-1,12/10/2010 15:01,1.25,13798.0,United Kingdom
24933,C538350,35924,HANGING FAIRY CAKE DECORATION,-15,12/10/2010 15:01,1.69,13798.0,United Kingdom
24934,C538350,22064,PINK DOUGHNUT TRINKET POT ,-4,12/10/2010 15:01,1.45,13798.0,United Kingdom
24935,C538350,22065,CHRISTMAS PUDDING TRINKET POT ,-4,12/10/2010 15:01,1.25,13798.0,United Kingdom
24936,C538350,21232,STRAWBERRY CERAMIC TRINKET BOX,-4,12/10/2010 15:01,1.06,13798.0,United Kingdom
25208,C538357,35924,HANGING FAIRY CAKE DECORATION,-144,12/10/2010 16:01,1.69,13798.0,United Kingdom
25243,C538362,21212,PACK OF 72 RETROSPOT CAKE CASES,-30,12/10/2010 17:05,0.55,15179.0,United Kingdom
25551,C538372,82582,AREA PATROLLED METAL SIGN,-3,12/12/2010 11:12,2.1,16923.0,United Kingdom
25552,C538372,84949,SILVER HANGING T-LIGHT HOLDER,-1,12/12/2010 11:12,1.65,16923.0,United Kingdom
25553,C538372,84946,ANTIQUE SILVER TEA GLASS ETCHED,-2,12/12/2010 11:12,1.25,16923.0,United Kingdom
25554,C538373,20985,HEART CALCULATOR,-12,12/12/2010 11:13,1.25,16779.0,United Kingdom
25606,C538375,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,-1,12/12/2010 11:19,9.95,17126.0,United Kingdom
25607,C538376,20728,LUNCH BAG CARS BLUE,-1,12/12/2010 11:21,1.65,16393.0,United Kingdom
25608,C538376,22892,SET OF SALT AND PEPPER TOADSTOOLS,-12,12/12/2010 11:21,1.25,16393.0,United Kingdom
25609,C538377,22055,MINI CAKE STAND  HANGING STRAWBERY,-1,12/12/2010 11:23,1.65,15224.0,United Kingdom
25610,C538377,37449,CERAMIC CAKE STAND + HANGING CAKES,-1,12/12/2010 11:23,9.95,15224.0,United Kingdom
26055,C538463,37449,CERAMIC CAKE STAND + HANGING CAKES,-1,12/12/2010 12:31,9.95,17085.0,United Kingdom
26056,C538463,22055,MINI CAKE STAND  HANGING STRAWBERY,-1,12/12/2010 12:31,1.65,17085.0,United Kingdom
26149,C538500,82484,WOOD BLACK BOARD ANT WHITE FINISH,-2,12/12/2010 12:51,6.45,13715.0,United Kingdom
27329,C538530,22630,DOLLY GIRL LUNCH BOX,-33,12/13/2010 10:26,1.95,14796.0,United Kingdom
27380,C538531,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,-2,12/13/2010 10:31,3.75,13715.0,United Kingdom
27389,C538536,22834,HAND WARMER BABUSHKA DESIGN,-48,12/13/2010 10:40,0.85,15881.0,United Kingdom
27993,C538595,82482,WOODEN PICTURE FRAME WHITE FINISH,-2,12/13/2010 12:03,2.55,15555.0,United Kingdom
28147,C538628,21452,TOADSTOOL MONEY BOX,-1,12/13/2010 13:09,2.95,17231.0,United Kingdom
28148,C538628,22461,SAVOY ART DECO CLOCK,-1,12/13/2010 13:09,12.75,17231.0,United Kingdom
28306,C538632,22423,REGENCY CAKESTAND 3 TIER,-1,12/13/2010 13:28,12.75,14085.0,United Kingdom
28560,C538642,22636,CHILDS BREAKFAST SET CIRCUS PARADE,-1,12/13/2010 14:37,8.5,12476.0,Germany
28561,C538642,21658,GLASS  BEURRE DISH,-1,12/13/2010 14:37,3.95,12476.0,Germany
28562,C538643,22636,CHILDS BREAKFAST SET CIRCUS PARADE,-1,12/13/2010 14:38,8.5,12476.0,Germany
28563,C538643,21658,GLASS  BEURRE DISH,-1,12/13/2010 14:38,3.95,12476.0,Germany
28601,C538647,22781,GUMBALL MAGAZINE RACK,-1,12/13/2010 14:56,7.65,15808.0,United Kingdom
28602,C538647,22467,GUMBALL COAT RACK,-1,12/13/2010 14:56,2.55,15808.0,United Kingdom
28605,C538650,22778,GLASS CLOCHE SMALL,-1,12/13/2010 15:05,3.95,15311.0,United Kingdom
28606,C538650,21258,VICTORIAN SEWING BOX LARGE,-1,12/13/2010 15:05,10.95,15311.0,United Kingdom
28607,C538650,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,-1,12/13/2010 15:05,1.25,15311.0,United Kingdom
28958,C538670,22114,HOT WATER BOTTLE TEA AND SYMPATHY,-4,12/13/2010 16:19,3.95,13448.0,United Kingdom
28992,C538680,BANK CHARGES,Bank Charges,-1,12/13/2010 17:10,966.92,,United Kingdom
28993,C538681,M,Manual,-1,12/13/2010 17:12,316.3,,United Kingdom
28994,C538682,M,Manual,-1,12/13/2010 17:14,1130.9,,United Kingdom
29015,C538684,21258,VICTORIAN SEWING BOX LARGE,-1,12/14/2010 9:26,12.75,16161.0,United Kingdom
29016,C538684,22946,WOODEN ADVENT CALENDAR CREAM,-1,12/14/2010 9:26,16.95,16161.0,United Kingdom
29017,C538684,22470,HEART OF WICKER LARGE,-1,12/14/2010 9:26,2.95,16161.0,United Kingdom
29019,C538686,22467,GUMBALL COAT RACK,-1,12/14/2010 9:49,2.55,,United Kingdom
29048,C538690,21527,RED RETROSPOT TRADITIONAL TEAPOT ,-1,12/14/2010 9:54,7.95,13802.0,United Kingdom
29049,C538690,22423,REGENCY CAKESTAND 3 TIER,-10,12/14/2010 9:54,10.95,13802.0,United Kingdom
