InvoiceNo,StockCode,Description,Quantity,UnitPrice,CustomerID,Country,Invoice_Date,day,month,year,hour
554022,20886,,10,0,,United Kingdom,5/20/2011 13:19,20,5,2011,13
554023,82613B,,-71,0,,United Kingdom,5/20/2011 13:20,20,5,2011,13
554024,20998,,-11,0,,United Kingdom,5/20/2011 13:21,20,5,2011,13
554037,22619,SET OF 6 SOLDIER SKITTLES,80,0,12415,Australia,5/20/2011 14:13,20,5,2011,14
554128,84563A,damaged,-4,0,,United Kingdom,5/23/2011 9:26,23,5,2011,9
554133,84596J,,-3,0,,United Kingdom,5/23/2011 9:46,23,5,2011,9
554143,79030G,damages,-413,0,,United Kingdom,5/23/2011 10:40,23,5,2011,10
554144,79030D,damages,-664,0,,United Kingdom,5/23/2011 10:42,23,5,2011,10
554145,84313C,,-12,0,,United Kingdom,5/23/2011 10:43,23,5,2011,10
554148,20966,,1,0,,United Kingdom,5/23/2011 10:53,23,5,2011,10
554149,85185D,,1,0,,United Kingdom,5/23/2011 10:53,23,5,2011,10
554267,84313C,,6,0,,United Kingdom,5/23/2011 12:56,23,5,2011,12
554276,22966,,-58,0,,United Kingdom,5/23/2011 13:19,23,5,2011,13
554287,22700,smashed,-48,0,,United Kingdom,5/23/2011 14:17,23,5,2011,14
554299,20975,,-39,0,,United Kingdom,5/23/2011 14:28,23,5,2011,14
554311,84743C,,-16,0,,United Kingdom,5/23/2011 15:28,23,5,2011,15
554312,84741C,,-2,0,,United Kingdom,5/23/2011 15:28,23,5,2011,15
554313,21144,,-63,0,,United Kingdom,5/23/2011 15:28,23,5,2011,15
554314,85195,,-13,0,,United Kingdom,5/23/2011 15:29,23,5,2011,15
554316,21195,,-1,0,,United Kingdom,5/23/2011 15:29,23,5,2011,15
554317,85198,,-11,0,,United Kingdom,5/23/2011 15:29,23,5,2011,15
554318,84535A,,-65,0,,United Kingdom,5/23/2011 15:30,23,5,2011,15
554319,47574B,,-13,0,,United Kingdom,5/23/2011 15:31,23,5,2011,15
554320,16053,,-102,0,,United Kingdom,5/23/2011 15:32,23,5,2011,15
554321,16244B,,-5,0,,United Kingdom,5/23/2011 15:32,23,5,2011,15
554328,21609,,-46,0,,United Kingdom,5/23/2011 16:49,23,5,2011,16
554352,22720,,4,0,,United Kingdom,5/24/2011 8:57,24,5,2011,8
554360,22524,,-13,0,,United Kingdom,5/24/2011 9:59,24,5,2011,9
554377,79164,,47,0,,United Kingdom,5/24/2011 11:34,24,5,2011,11
554378,20975,,3,0,,United Kingdom,5/24/2011 11:35,24,5,2011,11
554432,85132A,damaged,-97,0,,United Kingdom,5/24/2011 12:16,24,5,2011,12
554488,84913A,,-75,0,,United Kingdom,5/24/2011 13:35,24,5,2011,13
554550,47566B,incorrectly credited C550456 see 47,1300,0,,United Kingdom,5/25/2011 9:57,25,5,2011,9
554551,47566B,reverse previous adjustment,-1300,0,,United Kingdom,5/25/2011 9:58,25,5,2011,9
554553,47566B,incorrectly credited C550456 see 47,-1300,0,,United Kingdom,5/25/2011 9:59,25,5,2011,9
554559,16151A,,-2,0,,United Kingdom,5/25/2011 10:28,25,5,2011,10
554627,84746,,67,0,,United Kingdom,5/25/2011 11:26,25,5,2011,11
554634,85214,,64,0,,United Kingdom,5/25/2011 11:44,25,5,2011,11
554673,35653,,24,0,,United Kingdom,5/25/2011 16:01,25,5,2011,16
554675,20903,,-33,0,,United Kingdom,5/25/2011 16:01,25,5,2011,16
554676,71143,,-31,0,,United Kingdom,5/25/2011 16:03,25,5,2011,16
554677,20664,,9,0,,United Kingdom,5/25/2011 16:03,25,5,2011,16
554678,85086A,,-30,0,,United Kingdom,5/25/2011 16:03,25,5,2011,16
554679,35916A,,-21,0,,United Kingdom,5/25/2011 16:04,25,5,2011,16
554680,35916B,,-21,0,,United Kingdom,5/25/2011 16:04,25,5,2011,16
554681,35916C,,-32,0,,United Kingdom,5/25/2011 16:04,25,5,2011,16
554696,85016,,5,0,,United Kingdom,5/25/2011 17:14,25,5,2011,17
554828,16049,,74,0,,United Kingdom,5/26/2011 15:21,26,5,2011,15
554829,20801,,6,0,,United Kingdom,5/26/2011 15:22,26,5,2011,15
554830,21904,,3,0,,United Kingdom,5/26/2011 15:22,26,5,2011,15
554831,84906,,2,0,,United Kingdom,5/26/2011 15:22,26,5,2011,15
554852,21272,?,-212,0,,United Kingdom,5/27/2011 9:24,27,5,2011,9
554857,POST,,800,0,,United Kingdom,5/27/2011 10:08,27,5,2011,10
554907,40003,,-11,0,,United Kingdom,5/27/2011 11:45,27,5,2011,11
554928,21763,,-3,0,,United Kingdom,5/27/2011 13:03,27,5,2011,13
554962,84691,,2,0,,United Kingdom,5/27/2011 15:24,27,5,2011,15
555330,84804A,wet damaged,-125,0,,United Kingdom,6/2/2011 11:11,2,6,2011,11
555331,84800L,wet damaged,-144,0,,United Kingdom,6/2/2011 11:11,2,6,2011,11
555332,84801A,wet damaged,-48,0,,United Kingdom,6/2/2011 11:11,2,6,2011,11
555333,84805B,wet damaged,-96,0,,United Kingdom,6/2/2011 11:12,2,6,2011,11
555334,84805A,wet damaged,-96,0,,United Kingdom,6/2/2011 11:12,2,6,2011,11
555335,84804B,,-96,0,,United Kingdom,6/2/2011 11:13,2,6,2011,11
555387,22276,,-59,0,,United Kingdom,6/2/2011 15:30,2,6,2011,15
555390,22501,,50,0,,United Kingdom,6/2/2011 16:29,2,6,2011,16
555391,22501,,-10,0,,United Kingdom,6/2/2011 16:29,2,6,2011,16
555402,22501,,10,0,,United Kingdom,6/2/2011 17:55,2,6,2011,17
555469,84917,,1,0,,United Kingdom,6/3/2011 11:11,3,6,2011,11
555503,84313C,damaged,-1,0,,United Kingdom,6/3/2011 15:39,3,6,2011,15
555505,79030G,Water damaged,-16,0,,United Kingdom,6/3/2011 15:48,3,6,2011,15
555506,21397,damaged,-57,0,,United Kingdom,6/3/2011 16:03,3,6,2011,16
555821,21399,,-116,0,,United Kingdom,6/7/2011 12:01,7,6,2011,12
555822,35809A,,-13,0,,United Kingdom,6/7/2011 12:04,7,6,2011,12
555823,47021G,,-52,0,,United Kingdom,6/7/2011 12:06,7,6,2011,12
555824,21043,,-12,0,,United Kingdom,6/7/2011 12:06,7,6,2011,12
555838,22966,,-6,0,,United Kingdom,6/7/2011 12:37,7,6,2011,12
556012,15044B,,-27,0,,United Kingdom,6/8/2011 11:45,8,6,2011,11
556013,21662,,-17,0,,United Kingdom,6/8/2011 11:46,8,6,2011,11
556014,37476,,-3,0,,United Kingdom,6/8/2011 11:46,8,6,2011,11
556015,37501,,-13,0,,United Kingdom,6/8/2011 11:50,8,6,2011,11
556046,21890,missing,-140,0,,United Kingdom,6/8/2011 12:56,8,6,2011,12
556061,20906,,-21,0,,United Kingdom,6/8/2011 14:04,8,6,2011,14
556069,84226,,-34,0,,United Kingdom,6/8/2011 14:41,8,6,2011,14
556074,22519,,-19,0,,United Kingdom,6/8/2011 15:14,8,6,2011,15
556122,85019C,Damaged,-108,0,,United Kingdom,6/9/2011 10:12,9,6,2011,10
556123,22272,Damaged,-15,0,,United Kingdom,6/9/2011 10:13,9,6,2011,10
556124,17007B,,-4,0,,United Kingdom,6/9/2011 10:14,9,6,2011,10
556180,22502,,40,0,,United Kingdom,6/9/2011 11:29,9,6,2011,11
556200,84796B,,17,0,,United Kingdom,6/9/2011 12:42,9,6,2011,12
556231,85123A,?,4000,0,,United Kingdom,6/9/2011 15:04,9,6,2011,15
556232,21135,sold as set on dotcom,-304,0,,United Kingdom,6/9/2011 15:15,9,6,2011,15
556233,21136,sold as set on dotcom,-272,0,,United Kingdom,6/9/2011 15:20,9,6,2011,15
556242,21700,sold as set on dotcom and amazon,-1206,0,,United Kingdom,6/9/2011 16:06,9,6,2011,16
556260,37340,sold as set on dotcom,-18,0,,United Kingdom,6/9/2011 18:02,9,6,2011,18
556261,79051A,sold as set on dotcom,-6,0,,United Kingdom,6/9/2011 18:03,9,6,2011,18
556262,37327,sold as set on dotcom,-95,0,,United Kingdom,6/9/2011 18:04,9,6,2011,18
556286,16052,,-16,0,,United Kingdom,6/10/2011 9:22,10,6,2011,9
556287,16043,,-45,0,,United Kingdom,6/10/2011 9:22,10,6,2011,9
556289,20823,,-102,0,,United Kingdom,6/10/2011 9:23,10,6,2011,9
556291,79164,,2,0,,United Kingdom,6/10/2011 9:24,10,6,2011,9
556292,21472,,-1,0,,United Kingdom,6/10/2011 9:24,10,6,2011,9
556299,21937,?,-161,0,,United Kingdom,6/10/2011 10:17,10,6,2011,10
556300,20735,,-472,0,,United Kingdom,6/10/2011 10:18,10,6,2011,10
556301,22968,water damage,-50,0,,United Kingdom,6/10/2011 10:18,10,6,2011,10
556306,37479B,sold as set by dotcom,-30,0,,United Kingdom,6/10/2011 10:38,10,6,2011,10
556307,37479P,sold as set on dotcom,-30,0,,United Kingdom,6/10/2011 10:39,10,6,2011,10
556308,22130,sold as set on dotcom,-390,0,,United Kingdom,6/10/2011 10:43,10,6,2011,10
556309,22856,sold as set on dotcom,-30,0,,United Kingdom,6/10/2011 10:44,10,6,2011,10
556310,22944,sold as set on dotcom,-42,0,,United Kingdom,6/10/2011 10:44,10,6,2011,10
556311,37471,sold as set on dotcom,-12,0,,United Kingdom,6/10/2011 10:45,10,6,2011,10
556312,22924,sold as set on dotcom,-30,0,,United Kingdom,6/10/2011 10:46,10,6,2011,10
556313,22923,sold as set on dotcom,-12,0,,United Kingdom,6/10/2011 10:46,10,6,2011,10
556314,23155,sold as set on dotcom,-84,0,,United Kingdom,6/10/2011 10:47,10,6,2011,10
556315,22948,sold as set on dotcom,-108,0,,United Kingdom,6/10/2011 10:47,10,6,2011,10
556316,22128,sold as set on dotcom,-24,0,,United Kingdom,6/10/2011 10:48,10,6,2011,10
556317,22857,sold as set on dotcom,-48,0,,United Kingdom,6/10/2011 10:48,10,6,2011,10
556319,22945,sold as set on dotcom,-618,0,,United Kingdom,6/10/2011 10:49,10,6,2011,10
556320,22922,sold as set on dotcom,-42,0,,United Kingdom,6/10/2011 10:50,10,6,2011,10
556321,79163,sold as set on dotcom,-24,0,,United Kingdom,6/10/2011 10:50,10,6,2011,10
556322,22915,sold as set on dotcom,-204,0,,United Kingdom,6/10/2011 10:51,10,6,2011,10
556326,20731,,10,0,,United Kingdom,6/10/2011 11:21,10,6,2011,11
556328,21027,,47,0,,United Kingdom,6/10/2011 11:23,10,6,2011,11
556418,47021G,,288,0,,United Kingdom,6/10/2011 12:26,10,6,2011,12
556430,22968,,19,0,,United Kingdom,6/10/2011 13:24,10,6,2011,13
556438,37479B,,8,0,,United Kingdom,6/10/2011 14:36,10,6,2011,14
556687,23003,Printing smudges/thrown away,-9058,0,,United Kingdom,6/14/2011 10:36,14,6,2011,10
556690,23005,printing smudges/thrown away,-9600,0,,United Kingdom,6/14/2011 10:37,14,6,2011,10
556884,22698,,-61,0,,United Kingdom,6/15/2011 12:27,15,6,2011,12
556933,22783,,2,0,,United Kingdom,6/15/2011 15:42,15,6,2011,15
556934,37479B,,1,0,,United Kingdom,6/15/2011 15:43,15,6,2011,15
556939,46000M,POLYESTER FILLER PAD 45x45cm,80,0,,United Kingdom,6/15/2011 16:34,15,6,2011,16
556939,46000S,POLYESTER FILLER PAD 40x40cm,160,0,,United Kingdom,6/15/2011 16:34,15,6,2011,16
556943,84809A,,-126,0,,United Kingdom,6/15/2011 16:54,15,6,2011,16
556944,84800L,,-29,0,,United Kingdom,6/15/2011 16:54,15,6,2011,16
556945,21614,,3,0,,United Kingdom,6/15/2011 16:55,15,6,2011,16
556946,37444A,,2,0,,United Kingdom,6/15/2011 16:55,15,6,2011,16
556947,22444,,1,0,,United Kingdom,6/15/2011 16:55,15,6,2011,16
556948,90104,,1,0,,United Kingdom,6/15/2011 16:56,15,6,2011,16
556949,85185D,,1,0,,United Kingdom,6/15/2011 16:56,15,6,2011,16
556950,84548,,1,0,,United Kingdom,6/15/2011 16:56,15,6,2011,16
556951,20975,,2,0,,United Kingdom,6/15/2011 16:57,15,6,2011,16
556952,21784,,1,0,,United Kingdom,6/15/2011 16:57,15,6,2011,16
556955,gift_0001_20,to push order througha s stock was ,10,0,,United Kingdom,6/16/2011 9:04,16,6,2011,9
556962,35965,,12,0,,United Kingdom,6/16/2011 9:40,16,6,2011,9
556963,35965,found some more on shelf,-9,0,,United Kingdom,6/16/2011 9:40,16,6,2011,9
557025,22192,,-9,0,,United Kingdom,6/16/2011 13:09,16,6,2011,13
557028,79071B,,-4,0,,United Kingdom,6/16/2011 13:25,16,6,2011,13
557029,22480,,-24,0,,United Kingdom,6/16/2011 13:29,16,6,2011,13
557030,21446,,-50,0,,United Kingdom,6/16/2011 13:30,16,6,2011,13
557031,21447,,-65,0,,United Kingdom,6/16/2011 13:31,16,6,2011,13
557035,82583,?,-220,0,,United Kingdom,6/16/2011 13:52,16,6,2011,13
557036,20867,?,-271,0,,United Kingdom,6/16/2011 13:53,16,6,2011,13
557108,23113,Damaged,-1440,0,,United Kingdom,6/16/2011 15:58,16,6,2011,15
557137,85141,,3,0,,United Kingdom,6/17/2011 9:32,17,6,2011,9
557138,21095,,2,0,,United Kingdom,6/17/2011 9:33,17,6,2011,9
557139,35965,,2,0,,United Kingdom,6/17/2011 9:34,17,6,2011,9
557390,21360,Show Samples,-4,0,,United Kingdom,6/20/2011 11:12,20,6,2011,11
557412,35965,,5,0,,United Kingdom,6/20/2011 11:38,20,6,2011,11
557415,21937,,12,0,,United Kingdom,6/20/2011 11:48,20,6,2011,11
557417,84809B,damaged,-324,0,,United Kingdom,6/20/2011 11:51,20,6,2011,11
557486,22084,,44,0,,United Kingdom,6/20/2011 14:42,20,6,2011,14
557491,85213,,66,0,,United Kingdom,6/20/2011 15:08,20,6,2011,15
557596,23114,Damaged,-1440,0,,United Kingdom,6/21/2011 11:33,21,6,2011,11
557597,23115,Damaged,-1440,0,,United Kingdom,6/21/2011 11:33,21,6,2011,11
557599,23116,Damaged,-1440,0,,United Kingdom,6/21/2011 11:34,21,6,2011,11
557600,23117,Damaged,-1440,0,,United Kingdom,6/21/2011 11:35,21,6,2011,11
557613,21841,,80,0,,United Kingdom,6/21/2011 13:12,21,6,2011,13
557756,22567,,-14,0,,United Kingdom,6/22/2011 13:18,22,6,2011,13
557777,44265,,-5,0,,United Kingdom,6/22/2011 15:11,22,6,2011,15
557778,21161,,-38,0,,United Kingdom,6/22/2011 15:11,22,6,2011,15
557784,21421,damaged,-5,0,,United Kingdom,6/22/2011 15:49,22,6,2011,15
557806,84706D,,-5,0,,United Kingdom,6/23/2011 10:32,23,6,2011,10
557847,84387A,,11,0,,United Kingdom,6/23/2011 10:49,23,6,2011,10
557851,85130A,,-23,0,,United Kingdom,6/23/2011 10:57,23,6,2011,10
558032,22443,,-7,0,,United Kingdom,6/24/2011 12:14,24,6,2011,12
558033,84876B,,-59,0,,United Kingdom,6/24/2011 12:15,24,6,2011,12
558034,20658,,-78,0,,United Kingdom,6/24/2011 12:17,24,6,2011,12
558238,22722,,-21,0,,United Kingdom,6/27/2011 15:04,27,6,2011,15
558244,84796B,,-2,0,,United Kingdom,6/27/2011 15:52,27,6,2011,15
558245,22734,FOUND,8,0,,United Kingdom,6/27/2011 16:28,27,6,2011,16
558268,21351,damaged,-220,0,,United Kingdom,6/28/2011 10:17,28,6,2011,10
558305,21027,,7,0,,United Kingdom,6/28/2011 10:59,28,6,2011,10
558306,85232D,mix up with c,-118,0,,United Kingdom,6/28/2011 10:59,28,6,2011,10
558307,22088,,-39,0,,United Kingdom,6/28/2011 11:02,28,6,2011,11
558308,84576,,-10,0,,United Kingdom,6/28/2011 11:02,28,6,2011,11
558309,85132B,,-42,0,,United Kingdom,6/28/2011 11:03,28,6,2011,11
558318,85232A,,-14,0,,United Kingdom,6/28/2011 11:52,28,6,2011,11
558340,22514,CHILDS GARDEN SPADE BLUE,1,0,,United Kingdom,6/28/2011 14:01,28,6,2011,14
558340,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,0,,United Kingdom,6/28/2011 14:01,28,6,2011,14
558340,22431,WATERING CAN BLUE ELEPHANT,1,0,,United Kingdom,6/28/2011 14:01,28,6,2011,14
558340,22430,ENAMEL WATERING CAN CREAM,1,0,,United Kingdom,6/28/2011 14:01,28,6,2011,14
558340,22414,DOORMAT NEIGHBOURHOOD WITCH ,1,0,,United Kingdom,6/28/2011 14:01,28,6,2011,14
558340,22385,JUMBO BAG SPACEBOY DESIGN,1,0,,United Kingdom,6/28/2011 14:01,28,6,2011,14
558340,22380,TOY TIDY SPACEBOY  ,1,0,,United Kingdom,6/28/2011 14:01,28,6,2011,14
558340,22364,GLASS JAR DIGESTIVE BISCUITS,1,0,,United Kingdom,6/28/2011 14:01,28,6,2011,14
558340,22362,GLASS JAR PEACOCK BATH SALTS,1,0,,United Kingdom,6/28/2011 14:01,28,6,2011,14
558340,22357,KINGS CHOICE BISCUIT TIN,3,0,,United Kingdom,6/28/2011 14:01,28,6,2011,14
558340,22301,COFFEE MUG CAT + BIRD DESIGN,1,0,,United Kingdom,6/28/2011 14:01,28,6,2011,14
558340,21556,CERAMIC STRAWBERRY MONEY BOX,2,0,,United Kingdom,6/28/2011 14:01,28,6,2011,14
558340,21116,OWL DOORSTOP,1,0,,United Kingdom,6/28/2011 14:01,28,6,2011,14
558340,85099F,JUMBO BAG STRAWBERRY,1,0,,United Kingdom,6/28/2011 14:01,28,6,2011,14
558340,85099B,JUMBO BAG RED RETROSPOT,1,0,,United Kingdom,6/28/2011 14:01,28,6,2011,14
558340,22627,MINT KITCHEN SCALES,1,0,,United Kingdom,6/28/2011 14:01,28,6,2011,14
558340,84692,BOX OF 24 COCKTAIL PARASOLS,1,0,,United Kingdom,6/28/2011 14:01,28,6,2011,14
558340,48184,DOORMAT ENGLISH ROSE ,3,0,,United Kingdom,6/28/2011 14:01,28,6,2011,14
558340,22692,DOORMAT WELCOME TO OUR HOME,1,0,,United Kingdom,6/28/2011 14:01,28,6,2011,14
558340,22684,FRENCH BLUE METAL DOOR SIGN 9,1,0,,United Kingdom,6/28/2011 14:01,28,6,2011,14
558340,22685,FRENCH BLUE METAL DOOR SIGN 0,1,0,,United Kingdom,6/28/2011 14:01,28,6,2011,14
558340,22683,FRENCH BLUE METAL DOOR SIGN 8,2,0,,United Kingdom,6/28/2011 14:01,28,6,2011,14
558340,22679,FRENCH BLUE METAL DOOR SIGN 4,1,0,,United Kingdom,6/28/2011 14:01,28,6,2011,14
558340,22678,FRENCH BLUE METAL DOOR SIGN 3,2,0,,United Kingdom,6/28/2011 14:01,28,6,2011,14
558340,22686,FRENCH BLUE METAL DOOR SIGN No,4,0,,United Kingdom,6/28/2011 14:01,28,6,2011,14
558340,22680,FRENCH BLUE METAL DOOR SIGN 5,4,0,,United Kingdom,6/28/2011 14:01,28,6,2011,14
558340,22676,FRENCH BLUE METAL DOOR SIGN 1,3,0,,United Kingdom,6/28/2011 14:01,28,6,2011,14
558340,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,0,,United Kingdom,6/28/2011 14:01,28,6,2011,14
558340,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,1,0,,United Kingdom,6/28/2011 14:01,28,6,2011,14
558340,22649,STRAWBERRY FAIRY CAKE TEAPOT,1,0,,United Kingdom,6/28/2011 14:01,28,6,2011,14
558340,22626,BLACK KITCHEN SCALES,1,0,,United Kingdom,6/28/2011 14:01,28,6,2011,14
558340,22526,WHEELBARROW FOR CHILDREN ,1,0,,United Kingdom,6/28/2011 14:01,28,6,2011,14
558340,22515,CHILDS GARDEN SPADE PINK,3,0,,United Kingdom,6/28/2011 14:01,28,6,2011,14
558342,20731,,1,0,,United Kingdom,6/28/2011 14:36,28,6,2011,14
558343,84709B,,6,0,,United Kingdom,6/28/2011 14:44,28,6,2011,14
558344,47013C,,4,0,,United Kingdom,6/28/2011 14:44,28,6,2011,14
558345,21784,,6,0,,United Kingdom,6/28/2011 14:45,28,6,2011,14
558346,35965,,3,0,,United Kingdom,6/28/2011 14:45,28,6,2011,14
558369,21082,found,3,0,,United Kingdom,6/28/2011 15:40,28,6,2011,15
558377,37423,,-17,0,,United Kingdom,6/28/2011 16:24,28,6,2011,16
558378,79161A,,-13,0,,United Kingdom,6/28/2011 16:27,28,6,2011,16
558379,22618,"mouldy, unsaleable.",-1681,0,,United Kingdom,6/28/2011 16:34,28,6,2011,16
558445,22034,,-18,0,,United Kingdom,6/29/2011 13:39,29,6,2011,13
558446,22164,,-80,0,,United Kingdom,6/29/2011 13:40,29,6,2011,13
558448,22163,,-90,0,,United Kingdom,6/29/2011 13:40,29,6,2011,13
558449,21807,,-35,0,,United Kingdom,6/29/2011 13:40,29,6,2011,13
558450,21145,,40,0,,United Kingdom,6/29/2011 13:41,29,6,2011,13
558451,21817,,-80,0,,United Kingdom,6/29/2011 13:41,29,6,2011,13
558457,21147,?,-95,0,,United Kingdom,6/29/2011 13:59,29,6,2011,13
558464,35966,,-20,0,,United Kingdom,6/29/2011 15:17,29,6,2011,15
558476,84597B,damages,-6,0,,United Kingdom,6/29/2011 16:04,29,6,2011,16
558477,84597C,,-1,0,,United Kingdom,6/29/2011 16:04,29,6,2011,16
558520,21896,,-38,0,,United Kingdom,6/30/2011 10:25,30,6,2011,10
558663,23574,,100,0,,United Kingdom,7/1/2011 10:44,1,7,2011,10
558723,84865,damaged,-7,0,,United Kingdom,7/1/2011 14:28,1,7,2011,14
558724,35966,,14,0,,United Kingdom,7/1/2011 14:30,1,7,2011,14
558725,84944,found,37,0,,United Kingdom,7/1/2011 14:31,1,7,2011,14
558728,20826,,-1,0,,United Kingdom,7/1/2011 14:50,1,7,2011,14
558730,22060,damaged,-1,0,,United Kingdom,7/1/2011 14:51,1,7,2011,14
558732,47341A,,-1,0,,United Kingdom,7/1/2011 14:55,1,7,2011,14
558741,37444C,,-1,0,,United Kingdom,7/1/2011 15:52,1,7,2011,15
558742,62043B,,-1,0,,United Kingdom,7/1/2011 15:56,1,7,2011,15
558743,35810B,,-4,0,,United Kingdom,7/1/2011 15:56,1,7,2011,15
558889,84857B,,24,0,,United Kingdom,7/4/2011 15:32,4,7,2011,15
558890,84857C,,-24,0,,United Kingdom,7/4/2011 15:34,4,7,2011,15
558913,84548,,11,0,,United Kingdom,7/5/2011 9:32,5,7,2011,9
558914,84686,,11,0,,United Kingdom,7/5/2011 9:32,5,7,2011,9
558915,20716,,4,0,,United Kingdom,7/5/2011 9:33,5,7,2011,9
559037,82583,,10,0,,United Kingdom,7/5/2011 15:29,5,7,2011,15
559147,84944,,147,0,,United Kingdom,7/6/2011 14:32,6,7,2011,14
559296,23001,TRAVEL CARD WALLET DOTCOMGIFTSHOP,200,0,,United Kingdom,7/7/2011 12:35,7,7,2011,12
559296,22616,PACK OF 12 LONDON TISSUES ,204,0,,United Kingdom,7/7/2011 12:35,7,7,2011,12
559296,23298,SPOTTY BUNTING,170,0,,United Kingdom,7/7/2011 12:35,7,7,2011,12
559314,84584,?,-50,0,,United Kingdom,7/7/2011 13:51,7,7,2011,13
559335,21147,found,72,0,,United Kingdom,7/7/2011 15:57,7,7,2011,15
559365,22451,,-3,0,,United Kingdom,7/8/2011 8:53,8,7,2011,8
559373,16156S,,-110,0,,United Kingdom,7/8/2011 10:36,8,7,2011,10
559374,22050,,-100,0,,United Kingdom,7/8/2011 10:37,8,7,2011,10
559375,22051,?,-300,0,,United Kingdom,7/8/2011 10:37,8,7,2011,10
559376,48116,,-35,0,,United Kingdom,7/8/2011 10:38,8,7,2011,10
559377,23283,,17,0,,United Kingdom,7/8/2011 10:39,8,7,2011,10
559378,21781,damages?,-39,0,,United Kingdom,7/8/2011 10:40,8,7,2011,10
559379,79337,,-8,0,,United Kingdom,7/8/2011 10:42,8,7,2011,10
559390,21700,,-110,0,,United Kingdom,7/8/2011 10:46,8,7,2011,10
559398,21169,,-70,0,,United Kingdom,7/8/2011 10:48,8,7,2011,10
559402,21635,,-8,0,,United Kingdom,7/8/2011 10:49,8,7,2011,10
559405,22863,,-7,0,,United Kingdom,7/8/2011 10:50,8,7,2011,10
559410,84341B,,-179,0,,United Kingdom,7/8/2011 10:51,8,7,2011,10
559414,22855,,-4,0,,United Kingdom,7/8/2011 10:52,8,7,2011,10
559423,71143,,-14,0,,United Kingdom,7/8/2011 12:06,8,7,2011,12
559503,21763,,1,0,,United Kingdom,7/8/2011 15:06,8,7,2011,15
559602,84686,,23,0,,United Kingdom,7/11/2011 11:26,11,7,2011,11
559603,79337,,1,0,,United Kingdom,7/11/2011 11:27,11,7,2011,11
559604,22084,,3,0,,United Kingdom,7/11/2011 11:27,11,7,2011,11
559655,21166,?,-124,0,,United Kingdom,7/11/2011 12:57,11,7,2011,12
559792,21067,,-66,0,,United Kingdom,7/12/2011 12:31,12,7,2011,12
559825,21067,,23,0,,United Kingdom,7/12/2011 17:41,12,7,2011,17
559943,21578,?,-251,0,,United Kingdom,7/14/2011 10:21,14,7,2011,10
559946,21578,,200,0,,United Kingdom,7/14/2011 10:26,14,7,2011,10
560037,22242,,-34,0,,United Kingdom,7/14/2011 14:00,14,7,2011,14
560039,20713,wrongly marked. 23343 in box,-3100,0,,United Kingdom,7/14/2011 14:27,14,7,2011,14
560040,23343,came coded as 20713,3100,0,,United Kingdom,7/14/2011 14:28,14,7,2011,14
560091,44236,,-10,0,,United Kingdom,7/14/2011 17:03,14,7,2011,17
560110,21673,,-40,0,,United Kingdom,7/15/2011 9:51,15,7,2011,9
560111,84874B,,-3,0,,United Kingdom,7/15/2011 9:52,15,7,2011,9
560112,21683,,-38,0,,United Kingdom,7/15/2011 9:52,15,7,2011,9
560113,21865,,-40,0,,United Kingdom,7/15/2011 9:52,15,7,2011,9
560114,75172,,-35,0,,United Kingdom,7/15/2011 9:53,15,7,2011,9
560116,22084,,15,0,,United Kingdom,7/15/2011 10:09,15,7,2011,10
560213,10123C,,-18,0,,United Kingdom,7/15/2011 15:05,15,7,2011,15
560214,16162L,,-54,0,,United Kingdom,7/15/2011 15:07,15,7,2011,15
560215,16162M,,-84,0,,United Kingdom,7/15/2011 15:08,15,7,2011,15
560216,16162L,,30,0,,United Kingdom,7/15/2011 15:11,15,7,2011,15
560218,16162M,alan hodge cant mamage this section,30,0,,United Kingdom,7/15/2011 15:12,15,7,2011,15
560283,22624,IVORY KITCHEN SCALES,12,0,,EIRE,7/18/2011 8:32,18,7,2011,8
560283,23196,VINTAGE LEAF MAGNETIC NOTEPAD,12,0,,EIRE,7/18/2011 8:32,18,7,2011,8
560328,35968,Found,63,0,,United Kingdom,7/18/2011 11:00,18,7,2011,11
560329,35965,found,6,0,,United Kingdom,7/18/2011 11:07,18,7,2011,11
560358,35965,dotcom,26,0,,United Kingdom,7/18/2011 11:46,18,7,2011,11
560388,21635,,1,0,,United Kingdom,7/18/2011 13:12,18,7,2011,13
560389,37444A,,1,0,,United Kingdom,7/18/2011 13:13,18,7,2011,13
560399,82583,,17,0,,United Kingdom,7/18/2011 14:18,18,7,2011,14
560400,21069,,6,0,,United Kingdom,7/18/2011 14:19,18,7,2011,14
560401,84925F,,15,0,,United Kingdom,7/18/2011 14:19,18,7,2011,14
560402,21067,,2,0,,United Kingdom,7/18/2011 14:19,18,7,2011,14
560403,21272,,17,0,,United Kingdom,7/18/2011 14:19,18,7,2011,14
560404,21472,,1,0,,United Kingdom,7/18/2011 14:20,18,7,2011,14
560405,22080,,1,0,,United Kingdom,7/18/2011 14:20,18,7,2011,14
560406,22088,,1,0,,United Kingdom,7/18/2011 14:21,18,7,2011,14
560407,35653,,9,0,,United Kingdom,7/18/2011 14:21,18,7,2011,14
560423,16169K,,-25,0,,United Kingdom,7/18/2011 15:15,18,7,2011,15
560424,21503,,-84,0,,United Kingdom,7/18/2011 15:15,18,7,2011,15
